,STATE/UT,DISTRICT,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Violent Crimes,Property Crimes,Total Crimes
707,Andhra pradesh,WARANGAL,2002,0,2,0,0,0,0,3,30,17,60,5,0,112
708,Andhra pradesh,WEST GODAVARI,2002,1,6,3,0,1,0,29,49,10,58,39,1,157
709,Arunachal pradesh,CHANGLANG,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
710,Arunachal pradesh,DIBANG VALLEY,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Arunachal pradesh,KAMENG EAST,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Arunachal pradesh,KAMENG WEST,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
713,Arunachal pradesh,LOHIT,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
714,Arunachal pradesh,PAPUM PARE,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Arunachal pradesh,SIANG EAST,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Arunachal pradesh,SIANG UPPER,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Arunachal pradesh,SIANG WEST,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Arunachal pradesh,SUBANSIRI LOWER,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Arunachal pradesh,SUBANSIRI UPPER,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Arunachal pradesh,TAWANG,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Arunachal pradesh,TIRAP,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
722,Assam,BARPETA,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Assam,BONGAIGAON,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Assam,C.I.D.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Assam,CACHAR,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Assam,DARRANG,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
727,Assam,DHEMAJI,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
728,Assam,DHUBRI,2002,0,0,0,0,0,0,1,0,0,2,1,0,3
729,Assam,DIBRUGARH,2002,0,0,0,0,1,1,4,0,0,0,4,2,6
730,Assam,G.R.P.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Assam,GOALPARA,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Assam,GOLAGHAT,2002,3,0,4,0,1,1,9,0,0,14,16,2,32
733,Assam,GUWAHATI CITY,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Assam,HAILAKANDI,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Assam,JORHAT,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
736,Assam,KAMRUP,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
737,Assam,KARBI ANGLONG,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
738,Assam,KARIMGANJ,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
739,Assam,KOKRAJHAR,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
740,Assam,LAKHIMPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Assam,MORIGAON,2002,0,0,0,0,0,0,0,0,0,6,0,0,6
742,Assam,N.C.HILLS,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
743,Assam,NAGAON,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
744,Assam,NALBARI,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Assam,R.P.O.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
746,Assam,SIBSAGAR,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Assam,SONITPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
748,Assam,TINSUKIA,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
749,Bihar,ARARIA,2002,5,12,0,0,0,0,3,3,0,17,20,0,40
750,Bihar,ARWAL,2002,0,0,0,0,0,1,0,2,0,2,0,1,5
751,Bihar,AURANGABAD,2002,0,0,0,0,0,0,11,11,0,0,11,0,22
752,Bihar,BAGAHA,2002,0,0,0,0,0,0,0,22,0,0,0,0,22
753,Bihar,BANKA,2002,0,0,0,0,0,0,0,3,0,5,0,0,8
754,Bihar,BEGUSARAI,2002,0,0,0,0,0,0,3,29,0,11,3,0,43
755,Bihar,BETTIAH,2002,5,0,0,0,0,0,83,25,0,0,88,0,113
756,Bihar,BHABHUA,2002,1,0,0,0,0,0,0,0,0,8,1,0,9
757,Bihar,BHAGALPUR,2002,0,2,0,0,0,0,0,41,0,39,2,0,82
758,Bihar,BHOJPUR,2002,0,0,0,0,0,0,0,2,1,3,0,0,6
759,Bihar,BUXAR,2002,0,0,0,0,0,0,15,15,15,0,15,0,45
760,Bihar,DARBHANGA,2002,0,0,0,0,0,0,0,43,0,0,0,0,43
761,Bihar,GAYA,2002,0,1,0,0,0,0,6,45,0,0,7,0,52
762,Bihar,GOPALGANJ,2002,0,0,0,0,0,3,7,8,0,3,7,3,21
763,Bihar,JAMALPUR RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
764,Bihar,JAMUI,2002,0,0,0,0,0,0,1,0,3,0,1,0,4
765,Bihar,JEHANABAD,2002,9,3,0,2,4,0,0,22,0,0,12,6,40
766,Bihar,KATIHAR,2002,0,0,0,0,0,0,21,21,0,0,21,0,42
767,Bihar,KATIHAR RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Bihar,KHAGARIA,2002,0,0,0,0,0,0,5,0,0,2,5,0,7
769,Bihar,KISHANGANJ,2002,0,0,0,0,0,0,0,4,2,4,0,0,10
770,Bihar,LAKHISARAI,2002,1,0,1,0,0,0,0,2,0,0,2,0,4
771,Bihar,MADHEPURA,2002,1,2,0,1,0,1,1,1,4,0,4,2,11
772,Bihar,MADHUBANI,2002,0,0,0,0,0,0,51,104,71,69,51,0,295
773,Bihar,MOTIHARI,2002,9,4,0,0,0,0,9,11,0,11,22,0,44
774,Bihar,MUNGER,2002,0,0,0,0,0,1,3,11,0,7,3,1,22
775,Bihar,MUZAFFARPUR,2002,0,0,0,0,0,0,16,16,0,0,16,0,32
776,Bihar,MUZAFFARPUR RLY.,2002,0,0,0,0,0,0,0,1,1,0,0,0,2
777,Bihar,NALANDA,2002,1,2,0,0,0,1,23,47,8,22,26,1,104
778,Bihar,NAUGACHIA,2002,0,1,0,0,0,0,0,0,0,1,1,0,2
779,Bihar,NAWADAH,2002,0,0,0,0,0,0,45,12,1,0,45,0,58
780,Bihar,PATNA,2002,1,1,0,0,0,1,5,33,0,11,7,1,52
781,Bihar,PATNA RLY.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Bihar,PURNEA,2002,0,1,0,0,0,0,2,11,0,9,3,0,23
783,Bihar,ROHTAS,2002,0,0,0,0,0,0,0,30,0,0,0,0,30
784,Bihar,SAHARSA,2002,0,0,0,0,0,0,10,10,0,0,10,0,20
